#NBK_id	GR_shortname	OMIM
NBK1103	trimethylaminuria	136132
NBK1103	trimethylaminuria	602079
NBK1104	cdls	122470
NBK1104	cdls	300040
NBK1104	cdls	300269
NBK1104	cdls	300590
NBK1104	cdls	300882
NBK1104	cdls	606062
NBK1104	cdls	606462
NBK1104	cdls	608667
NBK1104	cdls	610759
NBK1104	cdls	614701
NBK1105	scan1	607198
NBK1105	scan1	607250
NBK1106	char	169100
NBK1106	char	601601
NBK1107	spg7	602783
NBK1107	spg7	607259
NBK1108	alps	134637
NBK1108	alps	134638
NBK1108	alps	601762
NBK1108	alps	601859
NBK1108	alps	603909
NBK1109	nf1	162200
NBK1109	nf1	613113
NBK1110	cdg-1a	212065
NBK1110	cdg-1a	601785
NBK1111	hos	142900
NBK1111	hos	601620
NBK1112	x-hed	129490
NBK1112	x-hed	224900
NBK1112	x-hed	300451
NBK1112	x-hed	305100
NBK1112	x-hed	604095
NBK1112	x-hed	606603
NBK1113	pxe	177850
NBK1113	pxe	264800
NBK1113	pxe	603234
NBK1114	weill-ms	134797
NBK1114	weill-ms	277600
NBK1114	weill-ms	602091
NBK1114	weill-ms	608328
NBK1114	weill-ms	608990
NBK1114	weill-ms	614819
NBK1115	rapid-odp	128235
NBK1115	rapid-odp	182350
NBK1117	charge	214800
NBK1117	charge	608892
NBK1118	ipex	300292
NBK1118	ipex	304790
NBK1119	dbmd	300376
NBK1119	dbmd	300377
NBK1119	dbmd	302045
NBK1119	dbmd	310200
NBK1120	taa	102620
NBK1120	taa	132900
NBK1120	taa	134797
NBK1120	taa	160745
NBK1120	taa	190181
NBK1120	taa	190182
NBK1120	taa	600922
NBK1120	taa	603109
NBK1120	taa	607086
NBK1120	taa	607087
NBK1120	taa	611788
NBK1120	taa	613780
NBK1121	hgps	150330
NBK1121	hgps	176670
NBK1122	pcd	244400
NBK1122	pcd	603335
NBK1122	pcd	603339
NBK1122	pcd	604366
NBK1122	pcd	605483
NBK1122	pcd	606763
NBK1122	pcd	607421
NBK1122	pcd	608644
NBK1122	pcd	608646
NBK1122	pcd	608647
NBK1122	pcd	610062
NBK1122	pcd	610812
NBK1122	pcd	610852
NBK1122	pcd	611884
NBK1122	pcd	612274
NBK1122	pcd	612444
NBK1122	pcd	612517
NBK1122	pcd	612518
NBK1122	pcd	612647
NBK1122	pcd	612648
NBK1122	pcd	612649
NBK1122	pcd	612650
NBK1122	pcd	613190
NBK1122	pcd	613193
NBK1122	pcd	613798
NBK1122	pcd	613799
NBK1122	pcd	613807
NBK1122	pcd	613808
NBK1122	pcd	614017
NBK1122	pcd	614566
NBK1122	pcd	614677
NBK1122	pcd	614679
NBK1122	pcd	614864
NBK1122	pcd	614874
NBK1122	pcd	614930
NBK1122	pcd	614935
NBK1123	edm-ad	120210
NBK1123	edm-ad	120260
NBK1123	edm-ad	120270
NBK1123	edm-ad	132400
NBK1123	edm-ad	600204
NBK1123	edm-ad	600310
NBK1123	edm-ad	600969
NBK1123	edm-ad	602109
NBK1123	edm-ad	607078
NBK1123	edm-ad	614135
NBK1124	noonan	163950
NBK1124	noonan	164757
NBK1124	noonan	164760
NBK1124	noonan	164790
NBK1124	noonan	176872
NBK1124	noonan	176876
NBK1124	noonan	182530
NBK1124	noonan	190070
NBK1124	noonan	609942
NBK1124	noonan	610733
NBK1124	noonan	611553
NBK1124	noonan	613224
NBK1124	noonan	613706
NBK1125	ebj	113811
NBK1125	ebj	150292
NBK1125	ebj	150310
NBK1125	ebj	226650
NBK1125	ebj	226700
NBK1125	ebj	600805
NBK1126	opmd	164300
NBK1126	opmd	602279
NBK1127	clcn7	166600
NBK1127	clcn7	602727
NBK1127	clcn7	611490
NBK1128	msx2	123101
NBK1128	msx2	168500
NBK1128	msx2	605420
NBK1128	msx2	609597
NBK1129	rws	152427
NBK1129	rws	176261
NBK1129	rws	192500
NBK1129	rws	600163
NBK1129	rws	600734
NBK1129	rws	601017
NBK1129	rws	601253
NBK1129	rws	603796
NBK1129	rws	603830
NBK1129	rws	604001
NBK1129	rws	607542
NBK1129	rws	608256
NBK1129	rws	611818
NBK1129	rws	611819
NBK1129	rws	611820
NBK1129	rws	612955
NBK1129	rws	613485
NBK1129	rws	613688
NBK1129	rws	613693
NBK1129	rws	613695
NBK1130	mld	250100
NBK1130	mld	607574
NBK1131	arvd	107970
NBK1131	arvd	125645
NBK1131	arvd	125647
NBK1131	arvd	125671
NBK1131	arvd	173325
NBK1131	arvd	180902
NBK1131	arvd	190230
NBK1131	arvd	600996
NBK1131	arvd	602086
NBK1131	arvd	602087
NBK1131	arvd	602861
NBK1131	arvd	604400
NBK1131	arvd	604401
NBK1131	arvd	607450
NBK1131	arvd	609040
NBK1131	arvd	609160
NBK1131	arvd	610193
NBK1131	arvd	610476
NBK1131	arvd	611528
NBK1131	arvd	612048
NBK1132	nail-ps	161200
NBK1132	nail-ps	602575
NBK1133	loeys-dietz	190181
NBK1133	loeys-dietz	190182
NBK1133	loeys-dietz	190220
NBK1133	loeys-dietz	603109
NBK1133	loeys-dietz	608967
NBK1133	loeys-dietz	609192
NBK1133	loeys-dietz	610168
NBK1133	loeys-dietz	610380
NBK1133	loeys-dietz	613795
NBK1133	loeys-dietz	614816
NBK1135	glc	231300
NBK1135	glc	600975
NBK1135	glc	601771
NBK1135	glc	602091
NBK1135	glc	613085
NBK1135	glc	613086
NBK1136	gan	256850
NBK1136	gan	605379
NBK1137	cherubism	118400
NBK1137	cherubism	602104
NBK1139	hgc	137215
NBK1139	hgc	192090
NBK1140	sca6	183086
NBK1140	sca6	601011
NBK1141	neuroferritin	134790
NBK1141	neuroferritin	606159
NBK1142	epm1	254800
NBK1142	epm1	601145
NBK1143	slo	270400
NBK1143	slo	602858
NBK1144	angelman	105830
NBK1144	angelman	601623
NBK1145	sedt	300202
NBK1145	sedt	313400
NBK1146	mhs	114208
NBK1146	mhs	145600
NBK1146	mhs	154275
NBK1146	mhs	154276
NBK1146	mhs	180901
NBK1146	mhs	600467
NBK1146	mhs	601887
NBK1146	mhs	601888
NBK1147	fevr	133780
NBK1147	fevr	601813
NBK1147	fevr	603506
NBK1147	fevr	604579
NBK1147	fevr	605750
NBK1147	fevr	613138
NBK1147	fevr	613310
NBK1148	ptt	176930
NBK1148	ptt	188050
NBK1149	lns	300322
NBK1149	lns	308000
NBK1150	hops	146300
NBK1150	hops	171760
NBK1150	hops	241500
NBK1150	hops	241510
NBK1151	bcns	109400
NBK1151	bcns	601309
NBK1152	achondroplasia	100800
NBK1152	achondroplasia	134934
NBK1153	rbs	268300
NBK1153	rbs	269000
NBK1153	rbs	609353
NBK1154	aoa2	606002
NBK1154	aoa2	608465
NBK1156	ced	131300
NBK1156	ced	190180
NBK1157	eb-pa	147556
NBK1157	eb-pa	147557
NBK1157	eb-pa	226730
NBK1157	eb-pa	601282
NBK1158	del2q37_2	600430
NBK1158	del2q37_2	605314
NBK1159	arg1	207800
NBK1159	arg1	608313
NBK1160	spg4	182601
NBK1160	spg4	604277
NBK1161	alzheimer	104300
NBK1161	alzheimer	602096
NBK1161	alzheimer	606889
NBK1161	alzheimer	607822
NBK1162	mps1	252800
NBK1162	mps1	607014
NBK1162	mps1	607015
NBK1162	mps1	607016
NBK1163	etha	133020
NBK1163	etha	603415
NBK1164	sft	269921
NBK1164	sft	603824
NBK1165	myotonic-d	160900
NBK1165	myotonic-d	605377
NBK1166	oca1	203100
NBK1166	oca1	606933
NBK1166	oca1	606952
NBK1167	bvd	153700
NBK1167	bvd	607854
NBK1168	cms	100690
NBK1168	cms	100710
NBK1168	cms	100720
NBK1168	cms	100725
NBK1168	cms	103320
NBK1168	cms	118490
NBK1168	cms	138292
NBK1168	cms	254210
NBK1168	cms	254300
NBK1168	cms	601296
NBK1168	cms	601462
NBK1168	cms	601592
NBK1168	cms	603033
NBK1168	cms	603967
NBK1168	cms	608931
NBK1168	cms	610285
NBK1168	cms	615120
NBK1169	adnfle	118502
NBK1169	adnfle	118504
NBK1169	adnfle	118507
NBK1169	adnfle	122560
NBK1169	adnfle	600513
NBK1169	adnfle	603204
NBK1169	adnfle	605375
NBK1169	adnfle	610353
NBK1170	jh	602390
NBK1170	jh	606464
NBK1170	jh	608374
NBK1170	jh	613313
NBK1171	cah	201910
NBK1171	cah	613815
NBK1172	alexander	137780
NBK1172	alexander	203450
NBK1173	narp	161700
NBK1173	narp	256000
NBK1173	narp	516000
NBK1173	narp	516001
NBK1173	narp	516002
NBK1173	narp	516003
NBK1173	narp	516005
NBK1173	narp	516006
NBK1173	narp	516050
NBK1173	narp	516060
NBK1173	narp	551500
NBK1173	narp	590050
NBK1173	narp	590060
NBK1173	narp	590095
NBK1173	narp	590105
NBK1174	lhon	516000
NBK1174	lhon	516001
NBK1174	lhon	516003
NBK1174	lhon	516004
NBK1174	lhon	516005
NBK1174	lhon	516006
NBK1174	lhon	516020
NBK1174	lhon	516050
NBK1174	lhon	516060
NBK1174	lhon	535000
NBK1175	sca10	603516
NBK1175	sca10	611150
NBK1176	nijmegen	251260
NBK1176	nijmegen	602667
NBK1177	ndi	107777
NBK1177	ndi	125800
NBK1177	ndi	300538
NBK1177	ndi	304800
NBK1178	was	300299
NBK1178	was	300392
NBK1178	was	301000
NBK1178	was	313900
NBK1179	mngie	131222
NBK1179	mngie	603041
NBK1180	fd	223900
NBK1180	fd	603722
NBK1181	citrin	603471
NBK1181	citrin	603859
NBK1181	citrin	605814
NBK1182	pmd	300401
NBK1182	pmd	312080
NBK1182	pmd	312920
NBK1183	whs	194190
NBK1183	whs	602952
NBK1184	sca1	164400
NBK1184	sca1	601556
NBK1185	dcx	300067
NBK1185	dcx	300121
NBK1186	cfc	115150
NBK1186	cfc	164757
NBK1186	cfc	176872
NBK1186	cfc	190070
NBK1186	cfc	601263
NBK1186	cfc	615278
NBK1186	cfc	615279
NBK1186	cfc	615280
NBK1187	cmt2e	162280
NBK1187	cmt2e	607684
NBK1187	cmt2e	607734
NBK1188	ofd1	300170
NBK1188	ofd1	311200
NBK1189	scs	101400
NBK1189	scs	601622
NBK1190	duane	118423
NBK1190	duane	126800
NBK1190	duane	604356
NBK1191	del1p36	607872
NBK1192	mss	248800
NBK1192	mss	608005
NBK1193	aip	176000
NBK1193	aip	609806
NBK1194	tfap	105210
NBK1194	tfap	176300
NBK1195	ssadh	271980
NBK1195	ssadh	610045
NBK1196	sca3	109150
NBK1196	sca3	607047
NBK1197	plosl	221770
NBK1197	plosl	604142
NBK1197	plosl	605086
NBK1198	gr_22q13_3	606230
NBK1198	gr_22q13_3	606232
NBK1199	ftd-chmp2b	600795
NBK1199	ftd-chmp2b	609512
NBK1200	ed2	129500
NBK1200	ed2	604418
NBK1201	nf2	101000
NBK1201	nf2	607379
NBK1202	sca12	604325
NBK1202	sca12	604326
NBK1203	kss	157640
NBK1203	kss	256000
NBK1203	kss	530000
NBK1203	kss	557000
NBK1204	bgs	218600
NBK1204	bgs	603780
NBK1205	cmt1	118200
NBK1205	cmt1	118220
NBK1205	cmt1	118300
NBK1205	cmt1	129010
NBK1205	cmt1	159440
NBK1205	cmt1	162280
NBK1205	cmt1	601097
NBK1205	cmt1	601098
NBK1205	cmt1	603795
NBK1205	cmt1	607678
NBK1205	cmt1	607734
NBK1206	fcmd	253800
NBK1206	fcmd	607440
NBK1207	alport	104200
NBK1207	alport	120070
NBK1207	alport	120131
NBK1207	alport	203780
NBK1207	alport	301050
NBK1207	alport	303630
NBK1208	lrrk2	168600
NBK1208	lrrk2	607060
NBK1208	lrrk2	609007
NBK1209	dfna2	600101
NBK1209	dfna2	603537
NBK1210	spg11	604360
NBK1210	spg11	610844
NBK1211	hnpcc	114500
NBK1211	hnpcc	120435
NBK1211	hnpcc	120436
NBK1211	hnpcc	158320
NBK1211	hnpcc	185535
NBK1211	hnpcc	276300
NBK1211	hnpcc	600259
NBK1211	hnpcc	600678
NBK1211	hnpcc	609309
NBK1211	hnpcc	609310
NBK1211	hnpcc	613244
NBK1212	bscl	269700
NBK1212	bscl	603100
NBK1212	bscl	606158
NBK1212	bscl	608594
NBK1213	x-pvh	300017
NBK1213	x-pvh	300049
NBK1214	ml4	252650
NBK1214	ml4	605248
NBK1215	lwd	127300
NBK1215	lwd	312865
NBK1215	lwd	400020
NBK1216	ddon	300356
NBK1216	ddon	304700
NBK1216	ddon	311150
NBK1217	ucd-overview	207800
NBK1217	ucd-overview	207900
NBK1217	ucd-overview	215700
NBK1217	ucd-overview	237300
NBK1217	ucd-overview	237310
NBK1217	ucd-overview	300461
NBK1217	ucd-overview	311250
NBK1217	ucd-overview	603470
NBK1217	ucd-overview	608300
NBK1217	ucd-overview	608307
NBK1217	ucd-overview	608310
NBK1217	ucd-overview	608313
NBK1218	tay-sachs	272800
NBK1218	tay-sachs	606869
NBK1219	sgbs	300037
NBK1219	sgbs	300168
NBK1219	sgbs	312870
NBK1220	tuberous-sclerosis	191092
NBK1220	tuberous-sclerosis	191100
NBK1220	tuberous-sclerosis	605284
NBK1220	tuberous-sclerosis	613254
NBK1221	pnknd	118800
NBK1221	pnknd	609023
NBK1222	retinoschisis	300839
NBK1222	retinoschisis	312700
NBK1223	parkinson-overview	163890
NBK1223	parkinson-overview	168600
NBK1223	parkinson-overview	168601
NBK1223	parkinson-overview	260300
NBK1223	parkinson-overview	600116
NBK1223	parkinson-overview	601501
NBK1223	parkinson-overview	602533
NBK1223	parkinson-overview	602544
NBK1223	parkinson-overview	605648
NBK1223	parkinson-overview	605909
NBK1223	parkinson-overview	606324
NBK1223	parkinson-overview	607060
NBK1223	parkinson-overview	608309
NBK1223	parkinson-overview	609007
NBK1223	parkinson-overview	610297
NBK1223	parkinson-overview	614203
NBK1224	mt-overview	251900
NBK1224	mt-overview	251945
NBK1224	mt-overview	256000
NBK1224	mt-overview	516000
NBK1224	mt-overview	516003
NBK1224	mt-overview	516005
NBK1224	mt-overview	516006
NBK1224	mt-overview	516060
NBK1224	mt-overview	530000
NBK1224	mt-overview	535000
NBK1224	mt-overview	540000
NBK1224	mt-overview	545000
NBK1224	mt-overview	551000
NBK1224	mt-overview	551500
NBK1224	mt-overview	590000
NBK1224	mt-overview	590005
NBK1224	mt-overview	590015
NBK1224	mt-overview	590020
NBK1224	mt-overview	590030
NBK1224	mt-overview	590040
NBK1224	mt-overview	590050
NBK1224	mt-overview	590055
NBK1224	mt-overview	590060
NBK1224	mt-overview	590065
NBK1224	mt-overview	590070
NBK1224	mt-overview	590080
NBK1224	mt-overview	590085
NBK1224	mt-overview	590090
NBK1224	mt-overview	590095
NBK1224	mt-overview	590100
NBK1224	mt-overview	590105
NBK1225	sca13	176264
NBK1225	sca13	605259
NBK1227	fmf	134610
NBK1227	fmf	249100
NBK1227	fmf	608107
NBK1228	sost	239100
NBK1228	sost	269500
NBK1228	sost	605740
NBK1229	prion	123400
NBK1229	prion	137440
NBK1229	prion	176640
NBK1229	prion	245300
NBK1229	prion	600072
NBK1229	prion	603218
NBK1230	pf	178500
NBK1230	pf	178620
NBK1230	pf	187270
NBK1230	pf	602322
NBK1231	mma	251000
NBK1231	mma	251100
NBK1231	mma	251110
NBK1231	mma	251120
NBK1231	mma	277410
NBK1231	mma	607481
NBK1231	mma	607568
NBK1231	mma	608419
NBK1231	mma	609058
NBK1231	mma	611935
NBK1232	oca2	203200
NBK1232	oca2	611409
NBK1233	melas	516000
NBK1233	melas	516005
NBK1233	melas	516006
NBK1233	melas	516020
NBK1233	melas	516030
NBK1233	melas	516040
NBK1233	melas	516050
NBK1233	melas	540000
NBK1233	melas	590020
NBK1233	melas	590030
NBK1233	melas	590040
NBK1233	melas	590050
NBK1233	melas	590060
NBK1233	melas	590070
NBK1233	melas	590080
NBK1233	melas	590085
NBK1233	melas	590095
NBK1233	melas	590105
NBK1234	canavan	271900
NBK1234	canavan	608034
NBK1235	ext	133700
NBK1235	ext	133701
NBK1235	ext	608177
NBK1235	ext	608210
NBK1236	alzheimer-early	104300
NBK1236	alzheimer-early	104311
NBK1236	alzheimer-early	104760
NBK1236	alzheimer-early	600759
NBK1236	alzheimer-early	606889
NBK1236	alzheimer-early	607822
NBK1237	rts	268400
NBK1237	rts	603780
NBK1238	krabbe	245200
NBK1238	krabbe	606890
NBK1239	milroy	136352
NBK1239	milroy	153100
NBK1240	rob	268310
NBK1240	rob	602337
NBK1241	aved	277460
NBK1241	aved	600415
NBK1242	cmt2d	600287
NBK1242	cmt2d	600794
NBK1242	cmt2d	601472
NBK1243	iahsp	205100
NBK1243	iahsp	606352
NBK1243	iahsp	606353
NBK1243	iahsp	607225
NBK1244	eds	120190
NBK1244	eds	120215
NBK1244	eds	130000
NBK1244	eds	130010
NBK1245	csnb	300071
NBK1245	csnb	300110
NBK1245	csnb	300278
NBK1245	csnb	310500
NBK1246	pkd-ad	173900
NBK1246	pkd-ad	173910
NBK1246	pkd-ad	601313
NBK1246	pkd-ad	613095
NBK1247	brca1	113705
NBK1247	brca1	114480
NBK1247	brca1	600185
NBK1247	brca1	604370
NBK1247	brca1	612555
NBK1248	opa	165500
NBK1248	opa	605290
NBK1249	williams	130160
NBK1249	williams	194050
NBK1249	williams	605678
NBK1250	cf	219700
NBK1250	cf	277180
NBK1250	cf	602421
NBK1251	dfnb9	601071
NBK1251	dfnb9	603681
NBK1252	hlrcc	136850
NBK1252	hlrcc	150800
NBK1253	cpt2	255110
NBK1253	cpt2	600649
NBK1253	cpt2	600650
NBK1253	cpt2	608836
NBK1255	arsacs	270550
NBK1255	arsacs	604490
NBK1256	sca7	164500
NBK1256	sca7	607640
NBK1257	men2	155240
NBK1257	men2	162300
NBK1257	men2	164761
NBK1257	men2	171400
NBK1258	cach	603896
NBK1258	cach	603945
NBK1258	cach	606273
NBK1258	cach	606454
NBK1258	cach	606686
NBK1258	cach	606687
NBK1259	cftd	102610
NBK1259	cftd	160760
NBK1259	cftd	180901
NBK1259	cftd	190990
NBK1259	cftd	191030
NBK1259	cftd	255310
NBK1259	cftd	606210
NBK1260	hyperek	138491
NBK1260	hyperek	138492
NBK1260	hyperek	149400
NBK1260	hyperek	300429
NBK1260	hyperek	300607
NBK1260	hyperek	603930
NBK1260	hyperek	604159
NBK1260	hyperek	614618
NBK1260	hyperek	614619
NBK1261	gsd2	232300
NBK1261	gsd2	606800
NBK1262	ibm	600737
NBK1262	ibm	603824
NBK1262	ibm	605820
NBK1263	emanuel	609029
NBK1264	acpp	170390
NBK1264	acpp	600681
NBK1265	usher1	276900
NBK1265	usher1	276903
NBK1265	usher1	276904
NBK1265	usher1	601067
NBK1265	usher1	602083
NBK1265	usher1	602097
NBK1265	usher1	605242
NBK1265	usher1	605514
NBK1265	usher1	605516
NBK1265	usher1	605564
NBK1265	usher1	606943
NBK1265	usher1	607696
NBK1265	usher1	612632
NBK1265	usher1	614869
NBK1265	usher1	614990
NBK1266	pjs	175200
NBK1266	pjs	602216
NBK1267	alstrom	203800
NBK1267	alstrom	606844
NBK1268	sca8	603680
NBK1268	sca8	608768
NBK1268	sca8	613289
NBK1269	gaucher	230800
NBK1269	gaucher	230900
NBK1269	gaucher	231000
NBK1269	gaucher	231005
NBK1269	gaucher	606463
NBK1269	gaucher	608013
NBK1270	rcdp	215100
NBK1270	rcdp	601757
NBK1271	vodi	235550
NBK1271	vodi	604457
NBK1272	dfnb1	121011
NBK1272	dfnb1	220290
NBK1273	alagille	118450
NBK1273	alagille	600275
NBK1273	alagille	601920
NBK1273	alagille	610205
NBK1274	hunter	309900
NBK1275	sca2	183090
NBK1275	sca2	601517
NBK1276	tetra-amelia	165330
NBK1276	tetra-amelia	273395
NBK1277	sgs	164780
NBK1277	sgs	182212
NBK1279	eds3	130020
NBK1279	eds3	600985
NBK1280	pc	148041
NBK1280	pc	148042
NBK1280	pc	148067
NBK1280	pc	148069
NBK1280	pc	167200
NBK1280	pc	167210
NBK1281	friedreich	229300
NBK1281	friedreich	606829
NBK1282	trma	249270
NBK1282	trma	603941
NBK1283	ph1	259900
NBK1283	ph1	604285
NBK1284	mecp2-dup	300005
NBK1284	mecp2-dup	300260
NBK1285	cmt2	150330
NBK1285	cmt2	159440
NBK1285	cmt2	162280
NBK1285	cmt2	600112
NBK1285	cmt2	600287
NBK1285	cmt2	600882
NBK1285	cmt2	601065
NBK1285	cmt2	601472
NBK1285	cmt2	602195
NBK1285	cmt2	602298
NBK1285	cmt2	605427
NBK1285	cmt2	605588
NBK1285	cmt2	605589
NBK1285	cmt2	606071
NBK1285	cmt2	606595
NBK1285	cmt2	606598
NBK1285	cmt2	607677
NBK1285	cmt2	607684
NBK1285	cmt2	607731
NBK1285	cmt2	607736
NBK1285	cmt2	607831
NBK1285	cmt2	608014
NBK1285	cmt2	608507
NBK1285	cmt2	608591
NBK1285	cmt2	608673
NBK1285	cmt2	609260
NBK1285	cmt2	610197
NBK1285	cmt2	610933
NBK1285	cmt2	613287
NBK1285	cmt2	614228
NBK1285	cmt2	614436
NBK1286	carney	160980
NBK1286	carney	188830
NBK1286	carney	605244
NBK1287	hps	203300
NBK1287	hps	603401
NBK1287	hps	604310
NBK1287	hps	604982
NBK1287	hps	606118
NBK1287	hps	606682
NBK1287	hps	607145
NBK1287	hps	607521
NBK1287	hps	607522
NBK1287	hps	608233
NBK1287	hps	609762
NBK1287	hps	614072
NBK1287	hps	614073
NBK1287	hps	614074
NBK1287	hps	614075
NBK1287	hps	614076
NBK1287	hps	614077
NBK1287	hps	614171
NBK1288	nem	102610
NBK1288	nem	161650
NBK1288	nem	161800
NBK1288	nem	190990
NBK1288	nem	191030
NBK1288	nem	191041
NBK1288	nem	256030
NBK1288	nem	601443
NBK1288	nem	605355
NBK1288	nem	607701
NBK1288	nem	609273
NBK1288	nem	609284
NBK1288	nem	609285
NBK1288	nem	610687
NBK1288	nem	613727
NBK1288	nem	615340
NBK1288	nem	615348
NBK1288	nem	615731
NBK1289	cvt	114180
NBK1289	cvt	114251
NBK1289	cvt	180902
NBK1289	cvt	603283
NBK1289	cvt	604772
NBK1289	cvt	611938
NBK1289	cvt	614916
NBK1290	mmd	117000
NBK1290	mmd	180901
NBK1290	mmd	255320
NBK1290	mmd	602771
NBK1290	mmd	606210
NBK1290	mmd	607552
NBK1291	cmd-overview	120220
NBK1291	cmd-overview	120240
NBK1291	cmd-overview	120250
NBK1291	cmd-overview	150330
NBK1291	cmd-overview	156225
NBK1291	cmd-overview	158810
NBK1291	cmd-overview	159001
NBK1291	cmd-overview	236670
NBK1291	cmd-overview	253280
NBK1291	cmd-overview	253900
NBK1291	cmd-overview	254090
NBK1291	cmd-overview	254100
NBK1291	cmd-overview	600536
NBK1291	cmd-overview	602541
NBK1291	cmd-overview	602771
NBK1291	cmd-overview	603590
NBK1291	cmd-overview	606210
NBK1291	cmd-overview	606596
NBK1291	cmd-overview	606612
NBK1291	cmd-overview	606822
NBK1291	cmd-overview	607423
NBK1291	cmd-overview	607439
NBK1291	cmd-overview	607440
NBK1291	cmd-overview	607855
NBK1291	cmd-overview	608840
NBK1291	cmd-overview	612395
NBK1291	cmd-overview	613150
NBK1291	cmd-overview	613152
NBK1291	cmd-overview	613158
NBK1291	cmd-overview	613204
NBK1291	cmd-overview	613205
NBK1291	cmd-overview	614631
NBK1291	cmd-overview	614643
NBK1291	cmd-overview	614828
NBK1291	cmd-overview	614830
NBK1292	fabry	300644
NBK1292	fabry	301500
NBK1293	ccm	116860
NBK1293	ccm	603284
NBK1293	ccm	603285
NBK1293	ccm	604214
NBK1293	ccm	607929
NBK1293	ccm	609118
NBK1294	wilms-ov	103280
NBK1294	wilms-ov	117550
NBK1294	wilms-ov	130650
NBK1294	wilms-ov	145001
NBK1294	wilms-ov	147470
NBK1294	wilms-ov	151623
NBK1294	wilms-ov	162200
NBK1294	wilms-ov	191170
NBK1294	wilms-ov	194070
NBK1294	wilms-ov	194071
NBK1294	wilms-ov	194090
NBK1294	wilms-ov	210900
NBK1294	wilms-ov	267000
NBK1294	wilms-ov	300037
NBK1294	wilms-ov	300168
NBK1294	wilms-ov	312870
NBK1294	wilms-ov	600185
NBK1294	wilms-ov	600856
NBK1294	wilms-ov	601363
NBK1294	wilms-ov	604610
NBK1294	wilms-ov	605724
NBK1294	wilms-ov	606681
NBK1294	wilms-ov	607102
NBK1294	wilms-ov	607393
NBK1294	wilms-ov	613113
NBK1294	wilms-ov	614184
NBK1295	oi	120150
NBK1295	oi	120160
NBK1295	oi	166200
NBK1295	oi	166210
NBK1295	oi	166220
NBK1295	oi	259420
NBK1296	npc	257220
NBK1296	npc	601015
NBK1296	npc	607623
NBK1296	npc	607625
NBK1297	pfic	211600
NBK1297	pfic	243300
NBK1297	pfic	602397
NBK1298	lca	146690
NBK1298	lca	180040
NBK1298	lca	180069
NBK1298	lca	204000
NBK1298	lca	204100
NBK1298	lca	600179
NBK1298	lca	602225
NBK1298	lca	603208
NBK1298	lca	604210
NBK1298	lca	604232
NBK1298	lca	604392
NBK1298	lca	604393
NBK1298	lca	604537
NBK1298	lca	604863
NBK1298	lca	605446
NBK1298	lca	608553
NBK1298	lca	608700
NBK1298	lca	608830
NBK1298	lca	609237
NBK1298	lca	609254
NBK1298	lca	610142
NBK1298	lca	610612
NBK1298	lca	611408
NBK1298	lca	611755
NBK1298	lca	612712
NBK1298	lca	613341
NBK1298	lca	613843
NBK1298	lca	614186
NBK1299	cvid	107265
NBK1299	cvid	240500
NBK1299	cvid	604558
NBK1299	cvid	604907
NBK1299	cvid	606269
NBK1299	cvid	607594
NBK1299	cvid	613493
NBK1299	cvid	613494
NBK1299	cvid	614699
NBK1300	sox2	184429
NBK1300	sox2	206900
NBK1301	rgcb	300821
NBK1301	rgcb	300822
NBK1301	rgcb	300824
NBK1301	rgcb	303800
NBK1301	rgcb	303900
NBK1302	stickler	108300
NBK1302	stickler	120140
NBK1302	stickler	120210
NBK1302	stickler	120260
NBK1302	stickler	120270
NBK1302	stickler	120280
NBK1302	stickler	120290
NBK1302	stickler	184840
NBK1302	stickler	604841
NBK1302	stickler	614134
NBK1302	stickler	614284
NBK1303	miyoshi	253601
NBK1303	miyoshi	254130
NBK1303	miyoshi	603009
NBK1304	ebd	120120
NBK1304	ebd	131705
NBK1304	ebd	131750
NBK1304	ebd	132000
NBK1304	ebd	226600
NBK1304	ebd	226650
NBK1305	huntington	143100
NBK1305	huntington	613004
NBK1306	edm	226900
NBK1306	edm	606718
NBK1307	spg17	270685
NBK1307	spg17	600794
NBK1307	spg17	606158
NBK1308	lpl	238600
NBK1308	lpl	609708
NBK1309	dcm-ov	102540
NBK1309	dcm-ov	102573
NBK1309	dcm-ov	104311
NBK1309	dcm-ov	115200
NBK1309	dcm-ov	125660
NBK1309	dcm-ov	125671
NBK1309	dcm-ov	150330
NBK1309	dcm-ov	160710
NBK1309	dcm-ov	172405
NBK1309	dcm-ov	188380
NBK1309	dcm-ov	188840
NBK1309	dcm-ov	191010
NBK1309	dcm-ov	191045
NBK1309	dcm-ov	193065
NBK1309	dcm-ov	300069
NBK1309	dcm-ov	300394
NBK1309	dcm-ov	600759
NBK1309	dcm-ov	600824
NBK1309	dcm-ov	600884
NBK1309	dcm-ov	600958
NBK1309	dcm-ov	601154
NBK1309	dcm-ov	601411
NBK1309	dcm-ov	601493
NBK1309	dcm-ov	601494
NBK1309	dcm-ov	602067
NBK1309	dcm-ov	603550
NBK1309	dcm-ov	603883
NBK1309	dcm-ov	604145
NBK1309	dcm-ov	604288
NBK1309	dcm-ov	604488
NBK1309	dcm-ov	604765
NBK1309	dcm-ov	605362
NBK1309	dcm-ov	605582
NBK1309	dcm-ov	605906
NBK1309	dcm-ov	607482
NBK1309	dcm-ov	607487
NBK1309	dcm-ov	609599
NBK1309	dcm-ov	609909
NBK1309	dcm-ov	611407
NBK1309	dcm-ov	611878
NBK1309	dcm-ov	611880
